タイトル,あらすじ,ジャンル
パラサイト・クリーチャーズ,アルプス山脈で科学者達が発見したのは、不気味に赤く染まった氷河の一角。さらに、一同は、突如として謎の生命体に襲われる。果たして、生きて下山できるのか?,海外映画
d@bbe: 精霊の呪い,自らの結婚式を前にして、悪霊に取り憑(つ)かれたキュブラ。精神科医でもある彼女の友人が悪魔払いを試みるが、身も毛もよだつ恐怖が次々と起こり始める。,超常現象ホラー
パラノーマル・アクティビティ4,監視カメラが恐ろしい超常現象を捉えてから5年。閑静な住宅地で怪奇現象が起こり始め、再び恐るべき映像が映し出される。果たして5年前の事件との関連は...?,超常現象ホラー
フッテージ,新作執筆のため、猟奇殺人の舞台となった家に転居した作家のエリソン。彼が屋根裏部屋で見つけた8mmフィルムには、殺人事件の一部始終が録画されていた。,超常現象ホラー
サイレントヒル: リベレーション,幼少時の記憶がないヘザーは毎夜、同じ街で怪物に追われる恐ろしい悪夢に苛まれていた。悪夢の舞台となる街の名は、サイレントヒル。そして父が忽然と姿を消す。,ミステリー
パーフェクト・トラップ,殺人鬼から逃げ延びた男は、その魔の手に落ちた女を救うため、再び殺人鬼の館へと駆り出される。襲い掛かる殺人トラップの餌食になる前に、女を救出できるのか?,海外映画
ATM,パーティー帰りの3人が深夜のATMブースに立ち寄ると、外に殺人鬼が出現。彼らはやむなくブース内に立て籠もる。果たして生きて脱出することはできるのか。,海外映画
6TRAP 6トラップ,高校生7人がビーチハウスで乱痴気騒ぎ。1人が目覚めると誰もいなく、携帯に不審なメール。6人は棺のような箱に監禁され、その映像が世界中に配信されていた。,海外映画
グレイヴ・エンカウンターズ2,心霊を扱った1年前のリアリティ番組には実は秘密があった。スタッフに行方不明の人間がいるのだ。若者達が再び廃墟となっているコリンウッド精神病院へ潜入する。,超常現象ホラー
FOUND ファウンド,いじめられっ子のマーティの楽しみは、家族の秘密をのぞき見すること。そんな彼が見つけた兄の秘密は、部屋に隠された生首。少年の日常は、静かに崩壊してゆく。,海外映画
インシディアス,"新居で起こる怪現象の数々。家族は別の家へ引っ越すが、呪われているのは家ではなかった。見えない""何か""は一家を狙い、恐怖の足音が着実に近づいてくる...。",超常現象ホラー
ファイナル・デッドブリッジ,ある男が巨大な吊り橋が崩落する予知夢を見て、大慌てで同僚たちといっしょに非難し、難を逃れる。しかし死神は彼らを執拗に追い続けて…。,超常現象ホラー
グレイヴ・エンカウンターズ,超常現象を追跡するリアリティ番組が、廃墟となっている精神病院で一夜を明かそうとする。取材班は、もっともらしい映像を撮ろうと踏み込んだのだが...。,超常現象ホラー
サプライズ,両親の結婚35周年を祝うために集まった、10人の家族。そこに突如として現れる、アニマルマスク集団。逃げ場のない密室で予測不能な事態が次々と巻き起こる。,海外映画
23:59,鬱そうとした島にある軍事訓練所。ある日、1人の新兵が遺体で発見される。心霊現象の恐怖が語り継がれる兵舎の中で、兵士たちの精神は追い詰められていく。,超常現象ホラー
エルム街の悪夢 (2010),鋭い鉄の爪で体を引き裂く殺人鬼フレディ・クルーガーに襲われる悪夢に毎晩悩まされる高校生ナンシー。しかも、夢の中で負った傷は、目が覚めても残っている...。,超常現象ホラー
ソウ ザ・ファイナル,ジグソウ・キラーの特徴は常軌を逸した残酷さ。その歪んだ精神と人を陥れる恐ろしい罠の数々がフラッシュバックで蘇る。,海外映画
13日の金曜日,クリスタル･レイクでの連続殺人事件から数十年後、キャンプに来た若者たちに、仮面の殺人鬼ジェイソンの魔の手が迫る。大人気ホラーのリメイク版。,海外映画
ファイナル・デッドサーキット,事故の予知夢を見たニック・オバノンは、実際に巻き込まれずに済む。だが、死の運命はすぐさま違う計画を立て、彼らを待ち受けるのだった。,超常現象ホラー
ソウ6,ストラム捜査官の死後、ジグソウの凄惨なゲームの後継者となったホフマン刑事。その頃、FBIのエリクソン捜査官は独自に捜査を進めていた。,海外映画
アンボーン,夜は恐ろしい夢にうなされ、昼間は男の子の霊に苦しめられる女子大生は悪魔祓いを依頼するが...。身の毛がよだつ衝撃のスリラーにあなたは耐えられるか!?,超常現象ホラー
REC: レック/ザ・クアランティン,あるTVレポーターとカメラマンは、消防隊員への密着取材中に出動先のアパートに閉じ込められてしまう。そこには、彼らの命を脅かす危険な存在が潜んでいた。,ゾンビホラー
ぼくのエリ 200歳の少女,凄惨な殺人事件の続く町で、クラスメイトへの復讐を想像しながら過ごす12才のいじめられっ子オスカー。ある日謎めいた少女と出会い、生活が一変する。,高い評価を得た映画
ソウ5,自分とジグソウの秘密の関係がバレるのを恐れたホフマンは、自分と殺人鬼を結びつける物証を一つ一つ消し始めた。,海外映画
ソウ4,殺人鬼ジグソウの遺体の腹部からカセットテープが見つかったことを知らされた警察は、ジグソウの凄惨なゲームが再び幕を開けたことを知る。,海外映画
ファイナル・デッドコースター,ローラーコースターの悲惨な事故を予知した少女はすぐにそこを離れる。だが、降りた者は全員、死を受け入れなかった代償に直面することに…。,超常現象ホラー
サイレントヒル,娘がうなされ叫ぶ「サイレントヒル」という謎の言葉。実在の町を訪ねた母子は交通事故に遭い、娘は失踪する。廃墟の町に一歩入ると、壮絶な恐怖が待っていた。,ミステリー
ソウ3,瀕死の猟奇殺人鬼ジグソウは、新しい弟子のアマンダを使い、医者のリンを誘拐。リンはゲーム終了までジグソウを延命するよう要求される。シリーズ第3弾。,海外映画
